StockCode,frequency,monetary,first_date,last_date
23225,93,1107.28,01-09-2011 11:30,31-10-2011 14:41
23226,100,1536.67,01-06-2011 17:28,31-10-2011 14:41
23227,119,2062.56,01-07-2011 10:47,31-10-2011 14:09
23228,127,1810.24,01-08-2011 12:48,31-10-2011 14:41
23229,261,6698.82,01-07-2011 10:39,31-10-2011 12:02
23230,239,3196.92,01-02-2011 10:38,31-07-2011 15:31
23231,260,3008.34,01-02-2011 10:38,31-07-2011 15:00
23232,246,3457.5,01-02-2011 10:38,31-10-2011 13:43
23233,160,2095,01-02-2011 10:38,31-10-2011 13:43
23234,286,5042.21,01-09-2011 12:09,31-10-2011 14:48
23235,115,1917.23,01-08-2011 12:48,31-08-2011 09:11
23236,356,7010.84,01-07-2011 12:17,31-10-2011 14:41
23237,188,4209.19,01-08-2011 12:48,31-08-2011 17:16
23238,293,7759.96,01-07-2011 11:43,31-08-2011 17:16
23239,195,3283.69,01-07-2011 13:02,31-08-2011 17:31
23240,567,16830.82,01-07-2011 08:16,31-10-2011 16:02
23241,379,4694.51,01-07-2011 12:17,31-10-2011 14:41
23242,226,2980.95,01-07-2011 12:17,31-07-2011 15:50
23243,509,22968.62,01-07-2011 08:16,31-10-2011 14:41
23244,117,1717.03,01-08-2011 12:48,31-10-2011 14:41
23245,919,30756.45,01-07-2011 08:16,31-10-2011 15:36
23247,320,6597.39,01-09-2011 12:09,31-10-2011 14:41
23249,89,1358.19,01-08-2011 16:07,30-09-2011 13:28
23250,118,1389.23,01-08-2011 16:07,31-07-2011 15:25
23251,126,2034.5,01-07-2011 08:16,30-11-2011 15:08
23252,148,2152.86,01-08-2011 17:37,31-10-2011 14:36
23253,72,3816.96,01-06-2011 12:13,30-08-2011 08:15
23254,315,6849.16,01-05-2011 11:10,31-10-2011 16:02
23255,162,4064.02,02-08-2011 10:33,31-08-2011 13:56
23256,382,8337.37,01-05-2011 11:10,31-10-2011 14:41
23263,492,5125.94,01-09-2011 09:19,31-10-2011 14:41
23264,318,2693.31,01-11-2011 11:29,31-10-2011 14:41
23265,319,2404.79,01-11-2011 11:29,31-10-2011 14:41
23266,343,2742.57,01-09-2011 14:26,31-10-2011 14:41
23267,112,1471.95,01-11-2011 12:06,31-10-2011 14:41
23268,97,2002.19,02-08-2011 10:34,30-09-2011 13:15
23269,98,1163.13,01-08-2011 16:07,31-10-2011 14:41
23270,135,1650.67,01-09-2011 14:26,31-08-2011 10:06
23271,107,1499.38,01-12-2011 16:05,31-10-2011 14:41
23272,44,562.22,01-12-2011 19:54,31-10-2011 14:41
23273,117,1642.45,01-11-2011 14:54,31-10-2011 15:30
23274,126,2005,01-11-2011 12:39,31-10-2011 13:22
23275,345,4462.56,01-09-2011 10:11,31-10-2011 14:41
23280,160,1613.33,01-06-2011 12:13,31-10-2011 14:41
23281,104,1000.82,01-06-2011 09:26,31-10-2011 14:41
23282,137,757.86,01-06-2011 12:13,31-10-2011 14:41
23283,236,6945.93,01-05-2011 11:14,31-10-2011 14:41
23284,746,36565.39,01-06-2011 08:38,31-10-2011 15:36
23285,193,4570.71,01-08-2011 10:26,31-10-2011 14:41
23286,225,4705.97,01-07-2011 13:05,31-10-2011 14:41
23287,204,1570.24,01-08-2011 16:07,31-10-2011 14:41
23288,191,4429.06,01-08-2011 16:07,31-10-2011 14:41
23289,196,1998.7,01-07-2011 12:09,31-10-2011 14:41
23290,217,2886.6,01-07-2011 12:09,31-10-2011 14:41
23291,200,2047.78,01-07-2011 12:09,31-10-2011 14:41
23292,230,2678.33,01-07-2011 12:09,31-10-2011 14:41
23293,567,6975.43,01-08-2011 12:28,31-10-2011 14:41
23294,369,3620.26,01-09-2011 10:11,31-10-2011 14:41
23295,460,5067.64,01-08-2011 12:28,31-10-2011 14:41
23296,389,5954.3,01-08-2011 16:07,31-10-2011 14:22
23297,167,6749.33,01-08-2011 10:26,31-08-2011 17:12
23298,1179,42700.02,01-06-2011 08:38,31-10-2011 14:41
23299,150,3754.13,01-06-2011 07:37,30-10-2011 16:12
23300,780,11584.09,01-06-2011 12:05,31-10-2011 14:41
23301,937,16188.15,01-06-2011 12:05,31-10-2011 16:24
23302,241,2140.38,01-06-2011 14:57,31-10-2011 14:41
23303,6,126.75,04-11-2011 09:07,30-10-2011 11:25
23304,9,138.45,04-11-2011 09:07,30-10-2011 15:28
23305,9,159.9,04-11-2011 09:07,30-10-2011 11:25
23306,285,4113.23,01-07-2011 11:29,31-10-2011 14:41
23307,659,6331.19,01-07-2011 08:16,31-10-2011 14:41
23308,394,3279.21,01-08-2011 12:28,31-10-2011 14:41
23309,435,4478.8,01-07-2011 13:07,31-10-2011 14:41
23310,246,4997.28,01-08-2011 12:16,31-10-2011 14:09
23311,351,6449.95,01-09-2011 11:15,31-10-2011 15:24
23312,220,5964.15,01-09-2011 18:07,31-10-2011 15:24
23313,415,15768.96,01-09-2011 10:11,31-10-2011 14:41
23314,121,4975.46,01-11-2011 10:12,31-10-2011 14:41
23315,87,1996.44,01-07-2011 12:34,30-08-2011 10:47
23316,112,2501.64,01-07-2011 12:34,31-10-2011 14:41
23317,83,1787.41,01-07-2011 12:34,30-11-2011 12:00
23318,391,8798.68,01-09-2011 17:45,31-10-2011 14:41
23319,425,9021.87,01-09-2011 17:45,31-10-2011 16:24
23320,346,7034.59,01-09-2011 11:30,31-10-2011 16:24
23321,657,8408.92,01-07-2011 15:39,31-10-2011 16:24
23322,594,8755.56,01-07-2011 15:39,31-10-2011 14:41
23323,309,3148.88,01-09-2011 11:48,31-10-2011 16:24
23324,46,748.53,03-11-2011 16:30,30-08-2011 12:16
23325,38,711.24,01-09-2011 14:26,30-08-2011 12:16
23326,77,2237.71,01-09-2011 14:26,30-10-2011 15:59
23327,44,1046.42,01-09-2011 14:26,30-08-2011 12:43
23328,418,13254.85,01-09-2011 10:11,31-10-2011 14:41
23329,262,3051.39,01-09-2011 11:43,31-10-2011 14:41
23330,232,2291.97,01-09-2011 13:53,31-10-2011 13:35
23331,114,1062.28,01-09-2011 14:26,31-10-2011 14:41
23332,302,3567.46,01-09-2011 12:16,31-10-2011 13:35
23333,250,2706.7,01-09-2011 13:53,31-10-2011 13:35
23334,136,1491.75,01-09-2011 14:26,31-10-2011 14:41
23335,100,767.9,01-09-2011 16:50,31-07-2011 12:02
23336,87,521.33,01-08-2011 13:29,31-10-2011 09:50
23337,69,388.75,01-08-2011 13:29,30-11-2011 13:05
23338,110,902.92,01-09-2011 16:50,31-10-2011 14:41
23339,77,405,01-11-2011 15:26,31-10-2011 11:57
23340,153,4053.88,01-11-2011 09:56,31-10-2011 14:41
23341,122,2749.85,01-12-2011 12:13,31-10-2011 14:41
23342,166,3184.91,01-09-2011 16:46,31-10-2011 11:57
23343,501,13473.27,01-08-2011 16:07,31-10-2011 14:41
23344,739,23328.79,01-08-2011 16:07,31-10-2011 14:41
23345,181,2882.5,01-08-2011 16:07,31-10-2011 14:41
23346,189,3109.84,01-09-2011 16:46,31-10-2011 14:41
23347,101,1034.8,01-08-2011 16:07,31-10-2011 14:41
23348,188,1594.87,01-06-2011 17:30,31-10-2011 14:41
23349,350,4325.1,01-09-2011 13:50,31-10-2011 15:24
23350,316,3426.33,01-09-2011 18:07,31-10-2011 14:41
23351,364,4775.77,01-11-2011 09:56,31-10-2011 15:24
23352,216,2447.95,01-11-2011 10:16,31-10-2011 15:24
23353,337,3497.6,01-11-2011 10:12,31-10-2011 16:24
23354,335,3382.09,01-09-2011 10:11,31-10-2011 14:41
23355,813,28424.95,01-09-2011 11:15,31-10-2011 15:36
23356,502,13441.42,01-09-2011 11:30,31-10-2011 15:36
23357,105,1993.6,01-09-2011 14:26,31-10-2011 14:03
23358,92,1886.19,01-09-2011 11:30,31-10-2011 14:41
23359,80,1872.31,01-09-2011 14:26,30-11-2011 14:17
23360,119,2296.15,01-12-2011 13:32,31-10-2011 16:24
23365,175,1464.38,01-11-2011 14:54,31-10-2011 14:41
23366,199,1670.55,01-11-2011 14:54,31-10-2011 14:41
23367,290,2485.35,01-11-2011 11:31,31-10-2011 14:41
23368,241,1677.6,01-11-2011 12:48,31-10-2011 14:41
23369,129,1581.06,01-12-2011 16:22,31-10-2011 16:24
23370,159,2156.6,01-11-2011 11:29,31-10-2011 15:24
23371,192,2313.53,01-11-2011 11:29,31-10-2011 15:24
23372,154,1732.79,01-11-2011 10:16,31-10-2011 16:24
23373,100,1313.39,01-12-2011 14:17,31-10-2011 14:41
23374,134,1949.71,01-09-2011 14:42,31-08-2011 15:30
23375,105,1108.07,01-09-2011 11:30,31-10-2011 14:41
23376,161,1380.23,01-09-2011 11:30,31-10-2011 14:41
23377,138,590.5,01-12-2011 16:22,31-10-2011 14:41
23378,188,1842.42,01-09-2011 11:30,31-10-2011 14:41
23379,77,465.36,01-12-2011 16:22,31-10-2011 14:41
23380,125,969.46,01-12-2011 12:54,31-10-2011 14:41
23381,83,567.95,01-11-2011 13:37,31-10-2011 14:41
23382,224,7292.43,01-11-2011 09:56,31-10-2011 15:24
23388,157,3448.69,01-11-2011 12:18,31-10-2011 14:41
23389,245,4772.24,01-11-2011 12:18,31-10-2011 14:48
23390,171,3038.04,01-11-2011 12:18,31-10-2011 12:02
23391,89,1632.32,01-12-2011 12:53,31-10-2011 14:41
23392,119,1435.51,01-12-2011 11:53,31-10-2011 14:41
23393,242,3151.66,01-11-2011 09:29,31-10-2011 14:41
23394,155,1888.9,01-12-2011 12:25,31-10-2011 14:41
23395,226,3279.58,01-12-2011 12:25,31-10-2011 14:41
23396,209,2765.53,01-11-2011 10:32,31-10-2011 14:41
23397,223,5037.95,01-11-2011 13:21,31-10-2011 17:13
23398,79,537.9,01-12-2011 16:28,30-11-2011 17:37
23399,240,1752.35,01-12-2011 16:22,31-10-2011 14:41
23400,111,2396.84,02-10-2011 10:55,31-10-2011 13:48
23401,86,2336.12,01-12-2011 16:22,30-11-2011 17:37
23402,69,1151.03,01-12-2011 16:22,30-11-2011 17:37
23403,139,2196.61,01-11-2011 14:41,31-10-2011 14:41
23404,184,4418.21,01-11-2011 10:04,31-10-2011 14:41
23405,74,1316.43,01-11-2011 15:26,31-10-2011 13:05
23406,116,2410.16,01-12-2011 09:20,31-10-2011 13:48
23407,139,2669.63,01-11-2011 10:04,31-10-2011 17:13
23408,62,615.68,01-11-2011 14:51,31-10-2011 13:05
23409,45,775.43,01-11-2011 14:51,30-10-2011 16:17
23410,19,281.95,02-10-2011 12:04,30-10-2011 16:15
23411,58,1113.66,01-12-2011 10:41,31-10-2011 14:41
23412,81,2339.8,02-10-2011 13:26,30-09-2011 17:22
23413,61,879.31,02-12-2011 11:16,30-10-2011 16:15
23414,65,1338.95,01-11-2011 08:16,31-10-2011 13:03
23415,48,403.93,01-11-2011 11:31,30-09-2011 12:35
23416,25,184.68,02-11-2011 14:13,29-11-2011 14:20
23417,28,157.5,01-11-2011 11:31,31-10-2011 14:41
23418,80,1168.08,02-10-2011 14:56,31-10-2011 14:41
23419,88,1043.72,01-12-2011 16:22,31-10-2011 14:41
23420,33,353.45,01-11-2011 14:54,31-10-2011 12:25
23421,34,353.36,01-11-2011 14:54,31-10-2011 12:25
23422,47,477.89,01-11-2011 14:54,31-10-2011 14:41
23423,69,858.15,01-11-2011 14:54,30-11-2011 17:37
23424,137,2524.47,01-11-2011 13:57,31-10-2011 14:41
23425,59,604.01,02-12-2011 16:39,30-11-2011 17:37
23426,211,3432.87,01-11-2011 14:35,31-10-2011 14:41
23427,119,2850.18,01-11-2011 10:04,31-10-2011 14:41
23428,34,659.61,01-12-2011 11:10,30-11-2011 16:44
23429,23,400.01,01-12-2011 12:42,30-11-2011 14:05
23430,18,301.88,01-12-2011 12:42,30-11-2011 14:05
23431,80,1162.1,01-09-2011 14:26,31-08-2011 10:06
23432,76,1090.02,01-09-2011 14:26,31-10-2011 13:58
23433,92,1069.57,01-09-2011 14:26,31-10-2011 13:58
23434,202,1884.17,01-11-2011 09:56,31-10-2011 14:41
23435,100,734.79,01-12-2011 13:28,31-10-2011 14:41
23436,116,2348.64,01-09-2011 10:11,31-10-2011 14:41
23437,132,2371.13,01-09-2011 10:11,31-10-2011 09:48
23438,111,2227.42,01-09-2011 10:36,31-10-2011 14:41
23439,425,8941.61,01-09-2011 11:30,31-10-2011 13:51
23440,5,299.36,05-12-2011 12:30,30-11-2011 09:50
23441,3,9.24,07-12-2011 13:12,25-11-2011 14:53
23442,10,87.36,07-12-2011 13:12,28-11-2011 12:14
23444,81,1185,01-06-2011 15:12,31-10-2011 13:12
23445,104,2161.24,01-09-2011 11:15,31-10-2011 12:21
23446,3,230.25,07-12-2011 15:16,16-10-2011 14:07
23447,4,231.9,07-12-2011 15:16,23-10-2011 16:13
23448,3,41.25,10-10-2011 13:55,30-11-2011 09:50
23449,1,15,15-11-2011 17:14,15-11-2011 17:14
23451,54,558.12,01-12-2011 10:18,31-10-2011 13:35
23452,88,1019.81,01-11-2011 11:39,31-10-2011 13:35
23453,51,631.58,01-11-2011 13:56,31-10-2011 16:02
23454,60,745.65,01-11-2011 13:57,31-10-2011 13:35
23455,36,569.43,04-12-2011 12:44,30-11-2011 17:37
23456,37,625.8,01-12-2011 08:27,30-11-2011 17:37
23457,32,554.83,01-11-2011 12:35,30-11-2011 17:37
23458,34,687.7,01-11-2011 11:51,30-11-2011 17:39
23459,21,375,01-12-2011 08:34,30-11-2011 15:50
23460,47,957.33,01-11-2011 13:57,31-10-2011 14:23
23461,108,3066.11,01-11-2011 15:55,31-10-2011 16:24
23462,59,1256.94,01-11-2011 09:39,31-10-2011 16:02
23463,8,139.4,05-12-2011 13:14,31-10-2011 15:24
23464,8,99.2,08-11-2011 18:29,28-11-2011 14:06
23465,16,247.63,04-10-2011 16:39,26-10-2011 15:48
23466,28,489.78,03-11-2011 15:09,31-10-2011 15:24
23467,11,120.08,02-11-2011 15:33,26-10-2011 11:08
23468,11,156.75,04-11-2011 14:06,26-10-2011 13:36
23469,74,1338.64,02-10-2011 13:26,31-10-2011 12:01
23470,92,1389.8,01-12-2011 11:18,30-11-2011 15:13
23471,28,626.74,01-11-2011 15:26,30-10-2011 11:42
23472,34,909.37,01-12-2011 11:38,30-10-2011 11:42
23473,52,552.85,01-12-2011 14:17,31-10-2011 14:41
23474,38,270.96,01-12-2011 14:17,31-10-2011 14:41
23475,31,242.18,02-11-2011 14:13,31-10-2011 14:41
23476,22,264.72,02-11-2011 12:46,31-10-2011 16:02
23477,13,123.47,02-11-2011 14:13,31-10-2011 14:41
23478,13,324.4,01-12-2011 14:17,31-10-2011 14:41
23479,45,880.23,01-12-2011 12:36,31-10-2011 14:23
23480,223,6658.54,01-11-2011 11:35,31-10-2011 16:02
23481,32,281.17,01-12-2011 11:53,31-10-2011 13:13
23482,39,661.02,01-12-2011 11:53,31-10-2011 14:41
23483,80,1625.12,01-11-2011 15:49,31-10-2011 14:41
23484,36,547.35,02-11-2011 12:03,31-10-2011 13:03
23485,96,5436.52,01-11-2011 12:23,31-10-2011 09:58
23486,80,3945.82,01-11-2011 09:56,30-11-2011 15:13
23487,50,706.03,02-11-2011 16:29,31-10-2011 16:02
23489,165,2709.23,01-11-2011 12:35,31-10-2011 14:41
23490,103,2044.02,01-11-2011 09:24,31-10-2011 14:41
23491,80,1889.51,01-12-2011 10:18,30-11-2011 17:39
23492,28,635.38,01-11-2011 13:57,30-11-2011 12:31
23493,433,8498.28,01-11-2011 10:04,31-10-2011 14:41
23494,219,4991.06,01-11-2011 09:57,31-10-2011 14:41
23495,41,306.66,02-12-2011 13:49,31-10-2011 16:24
23496,31,154.52,01-11-2011 11:31,30-11-2011 14:33
23497,203,3642.97,01-11-2011 09:24,31-10-2011 16:24
23498,106,2378.48,01-12-2011 11:00,30-11-2011 15:13
23499,115,587.49,01-11-2011 09:56,31-10-2011 14:41
23500,107,2044.58,01-11-2011 12:12,31-10-2011 11:37
23501,116,2220.37,01-11-2011 14:51,31-10-2011 14:41
23502,95,896.41,01-12-2011 13:28,30-11-2011 16:26
23503,347,4861.8,01-11-2011 08:16,31-10-2011 15:36
23504,221,2857.64,01-11-2011 14:54,31-10-2011 12:21
23505,122,1660.04,01-12-2011 12:53,31-10-2011 14:41
23506,156,1139.2,01-11-2011 11:31,31-10-2011 14:41
23507,129,1156.51,01-11-2011 11:31,31-10-2011 11:37
23508,133,1164.29,01-11-2011 11:31,31-10-2011 14:41
23509,68,452.72,01-11-2011 11:35,31-10-2011 11:37
23510,126,1119.22,01-11-2011 11:31,31-10-2011 11:37
23511,102,1245.77,01-11-2011 14:54,31-10-2011 13:58
23512,58,977.32,01-11-2011 14:54,31-10-2011 13:58
23513,71,1101.78,01-11-2011 14:54,30-09-2011 10:18
23514,75,964.91,01-11-2011 14:54,31-10-2011 13:58
23515,72,1164.98,02-11-2011 14:13,30-10-2011 16:12
23516,45,1062.35,01-12-2011 16:05,31-10-2011 13:58
23517,63,996.38,02-10-2011 14:56,31-10-2011 14:41
23518,46,965.96,02-10-2011 14:56,30-09-2011 09:22
23519,24,792.31,03-10-2011 16:14,29-09-2011 17:27
23520,33,604.3,01-11-2011 12:25,30-09-2011 10:18
23521,44,793.37,02-12-2011 16:39,31-10-2011 14:41
23522,32,727.44,03-10-2011 11:01,31-10-2011 14:41
23523,42,1151.31,03-10-2011 11:37,31-10-2011 12:21
23524,64,1535.13,01-11-2011 14:51,31-10-2011 14:41
23525,55,1845.07,01-12-2011 14:38,31-10-2011 14:41
23526,146,5926.2,01-11-2011 12:39,31-10-2011 15:24
23527,51,1406.06,01-12-2011 12:36,31-10-2011 12:21
23528,50,1504.49,01-12-2011 14:38,31-10-2011 14:41
23529,37,2011.99,03-10-2011 12:48,31-10-2011 14:41
23530,88,4465.97,01-11-2011 09:24,31-10-2011 14:21
23531,114,5559.11,01-11-2011 09:24,30-11-2011 15:13
23532,31,901.58,01-11-2011 15:17,31-10-2011 11:37
23533,36,998.64,01-12-2011 10:31,31-10-2011 14:41
23534,264,8573.2,01-11-2011 15:19,31-10-2011 14:41
23535,221,8464.04,01-11-2011 14:51,31-10-2011 14:41
23536,86,3418.33,01-11-2011 15:19,31-10-2011 11:57
23537,34,581.13,01-11-2011 14:29,30-11-2011 15:13
23538,33,1334.49,02-11-2011 13:13,31-10-2011 11:37
23539,42,1227.95,01-12-2011 18:43,31-10-2011 14:41
23540,14,947.06,03-10-2011 14:34,30-11-2011 17:37
23541,154,6807.41,01-11-2011 09:24,31-10-2011 15:24
23542,92,3751.46,01-12-2011 16:22,31-10-2011 14:41
23543,106,7019.01,01-12-2011 10:31,31-10-2011 17:13
23544,21,1007.53,01-11-2011 14:51,24-10-2011 14:10
23545,85,1025.6,01-09-2011 15:04,30-10-2011 10:29
23546,121,1375.5,01-09-2011 17:45,31-08-2011 15:07
23547,62,661.5,01-09-2011 11:38,30-11-2011 16:43
23548,43,451.5,03-10-2011 12:17,30-11-2011 16:43
23549,52,548.1,01-09-2011 11:38,30-09-2011 10:19
23550,64,763.1,01-09-2011 11:38,30-11-2011 16:43
23551,141,841.01,01-09-2011 15:56,31-10-2011 15:24
23552,124,3883.99,01-12-2011 12:54,30-11-2011 15:13
23553,69,6457.15,01-11-2011 11:33,31-10-2011 17:13
23554,59,4830.53,01-11-2011 14:54,31-10-2011 17:13
23555,54,4818.07,01-11-2011 14:54,31-10-2011 17:13
23556,57,4962.01,02-11-2011 09:31,31-10-2011 17:13
23557,32,3930.27,01-11-2011 12:39,31-10-2011 17:13
23558,55,4741.37,01-12-2011 10:44,31-10-2011 17:13
23559,127,1488.65,01-12-2011 11:53,31-10-2011 14:41
23560,27,502.07,01-12-2011 16:22,30-11-2011 15:50
23561,16,476,02-12-2011 15:39,30-11-2011 09:53
23562,45,730.37,01-12-2011 08:33,30-11-2011 15:50
23564,76,841.31,01-11-2011 11:29,31-10-2011 14:41
23565,65,580.06,01-11-2011 11:29,31-10-2011 14:41
23566,85,1154.43,01-11-2011 11:29,31-10-2011 14:41
23567,39,290.33,01-11-2011 11:29,31-10-2011 14:41
23568,49,786.27,01-11-2011 12:48,31-10-2011 14:41
23569,203,4742.41,01-11-2011 12:39,31-10-2011 16:24
23570,293,4944.37,01-11-2011 10:04,31-10-2011 16:24
23571,268,6436.61,01-11-2011 08:16,31-10-2011 16:24
23574,17,90,01-07-2011 10:44,29-09-2011 18:13
23575,34,367.35,01-12-2011 10:33,30-11-2011 17:37
23576,38,400.04,01-12-2011 16:22,30-11-2011 17:37
23578,14,125.72,01-12-2011 08:35,30-11-2011 12:18
23579,40,362.65,01-12-2011 12:53,30-11-2011 15:13
23580,26,236.87,01-12-2011 19:24,30-11-2011 17:37
23581,355,11388.27,01-11-2011 09:56,31-10-2011 14:48
23582,269,10010.77,01-11-2011 09:56,31-10-2011 14:48
23583,339,5497.33,01-11-2011 09:24,31-10-2011 14:48
23595,2,0,25-10-2011 11:38,25-10-2011 11:39
23597,34,667.27,02-12-2011 15:39,30-11-2011 15:21
23598,48,1218.48,01-12-2011 12:01,30-11-2011 12:32
23601,4,19.92,16-11-2011 15:23,28-11-2011 15:31
23602,1,2.91,11-11-2011 13:06,11-11-2011 13:06
23603,14,49.8,02-12-2011 16:39,29-11-2011 16:33
23604,2,6.64,03-10-2011 16:14,17-10-2011 15:27
23605,1,11.64,05-10-2011 15:56,05-10-2011 15:56
23607,7,13.28,11-11-2011 13:06,31-10-2011 14:41
23608,3,11.64,03-11-2011 15:56,15-11-2011 17:00
23609,1,2.91,28-11-2011 15:31,28-11-2011 15:31
23610,3,6.24,11-11-2011 09:05,28-09-2011 16:19
23611,16,99.6,05-12-2011 17:24,30-11-2011 15:13
23612,2,8.3,06-10-2011 16:08,17-11-2011 15:17
23613,6,27.39,04-11-2011 15:52,28-11-2011 15:31
23614,11,86.58,03-10-2011 16:14,31-10-2011 14:41
23615,4,9.96,06-12-2011 16:26,28-11-2011 15:31
23616,7,19.92,05-12-2011 17:24,29-11-2011 16:47
23617,1,5.82,29-11-2011 16:47,29-11-2011 16:47
23619,2,9.96,05-10-2011 15:56,08-11-2011 18:29
23620,7,24.9,02-09-2011 16:39,30-09-2011 17:22
23621,4,14.94,05-12-2011 17:28,16-11-2011 15:16
23623,6,23.28,02-09-2011 16:39,29-11-2011 16:33
23624,4,9.96,05-10-2011 15:56,22-09-2011 16:28
23625,4,44.91,02-12-2011 16:39,31-10-2011 14:41
23626,16,107.07,01-12-2011 16:22,31-10-2011 14:41
23627,2,17.43,11-11-2011 09:05,25-11-2011 14:25
23628,1,2.91,31-10-2011 14:41,31-10-2011 14:41
23629,10,59.76,09-11-2011 16:14,28-09-2011 16:19
23630,3,2.49,21-09-2011 17:01,30-11-2011 15:13
23632,10,31.2,14-10-2011 17:17,30-11-2011 15:13
23633,3,7.47,17-11-2011 15:17,31-10-2011 14:41
23634,5,14.55,02-09-2011 16:39,31-10-2011 14:41
23635,3,12.48,05-10-2011 15:56,17-11-2011 15:17
23636,7,26.19,01-12-2011 16:22,24-10-2011 17:03
23637,9,27.39,07-09-2011 12:02,30-11-2011 15:13
23638,2,5.82,24-11-2011 09:21,27-09-2011 18:41
23639,4,13.32,08-11-2011 09:29,31-10-2011 14:41
23640,8,22.41,01-12-2011 16:22,31-10-2011 14:41
23643,1,3.33,31-10-2011 14:41,31-10-2011 14:41
23644,5,16.65,03-10-2011 16:14,30-09-2011 17:22
23645,4,22.41,03-11-2011 15:56,27-10-2011 17:15
23646,5,19.92,03-11-2011 15:56,27-10-2011 17:15
23649,2,4.98,15-11-2011 17:00,25-11-2011 14:25
23650,4,9.96,08-12-2011 09:28,27-09-2011 18:41
23652,1,5.82,17-11-2011 15:17,17-11-2011 15:17
23654,4,12.45,01-12-2011 16:22,27-10-2011 17:15
23660,46,508.26,01-12-2011 11:13,30-11-2011 15:13
23661,38,360.59,01-12-2011 11:13,31-10-2011 14:41
23664,1,1.65,11-11-2011 15:28,11-11-2011 15:28
23681,134,2526.69,01-12-2011 14:38,30-11-2011 15:43
23691,38,481.5,01-12-2011 10:33,30-11-2011 10:54
23692,2,21,09-11-2011 11:17,30-11-2011 10:54
23694,41,165.08,01-12-2011 12:01,30-11-2011 15:13
23695,59,323.32,01-12-2011 12:54,30-11-2011 15:13
23697,36,194.58,02-12-2011 13:20,30-11-2011 15:13
23702,4,27,11-11-2011 16:05,19-10-2011 10:33
23843,2,0,09-12-2011 09:15,09-12-2011 09:27
35015,1,0,01-04-2011 16:41,01-04-2011 16:41
35241,45,530.49,01-03-2011 09:35,31-03-2011 16:40
35265,12,52.2,02-10-2011 15:49,30-08-2011 12:16
35400,16,-45.7,01-02-2011 16:18,23-11-2011 14:35
35443,6,6.8,08-05-2011 15:20,27-09-2011 14:37
35594,1,0,28-04-2011 15:58,28-04-2011 15:58
35644,1,0,28-01-2011 14:51,28-01-2011 14:51
35645,5,17,04-02-2011 15:40,20-10-2011 13:06
35646,96,937.25,01-11-2011 14:54,31-10-2011 14:41
35647,2,16.25,11-03-2011 12:29,23-01-2011 15:16
35648,136,1047.57,01-04-2011 14:58,31-10-2011 14:41
35649,37,156.85,01-04-2011 14:58,31-10-2011 14:41
35650,2,4.95,01-08-2011 11:57,06-04-2011 15:26
35651,60,966.04,01-11-2011 14:54,27-06-2011 12:28
35653,54,433.19,02-02-2011 10:22,30-06-2011 15:56
35832,1,-2.95,14-12-2010 11:18,14-12-2010 11:18
35914,44,219.66,02-10-2011 15:49,31-03-2011 16:43
35920,16,104.84,01-03-2011 12:07,30-01-2011 10:19
35921,24,131.98,01-03-2011 12:07,27-02-2011 13:47
35922,11,138.6,08-04-2011 11:28,27-03-2011 15:39
35923,65,690.13,01-11-2011 09:41,31-08-2011 08:55
35924,79,1181.79,03-03-2011 16:22,31-10-2011 14:41
35933,22,92.21,02-10-2011 15:49,31-07-2011 11:45
35951,1,0,03-12-2010 15:29,03-12-2010 15:29
35953,136,1604.92,01-11-2011 14:29,31-10-2011 14:41
35954,60,359.6,01-08-2011 11:12,30-10-2011 16:15
35957,44,343.57,01-12-2010 14:32,23-12-2010 13:26
35958,5,10.2,05-12-2010 13:05,10-12-2010 16:29
35961,251,2640.01,01-02-2011 12:54,31-10-2011 14:41
35964,103,405.25,01-11-2011 12:48,31-10-2011 14:41
35965,83,532.17,01-02-2011 15:12,28-07-2011 15:21
35966,5,10.26,01-07-2011 14:30,31-08-2011 12:46
35967,67,252.33,01-11-2011 14:29,31-10-2011 14:41
35968,21,82.1,01-11-2011 14:29,30-10-2011 16:15
35969,1,0,07-02-2011 12:04,07-02-2011 12:04
35970,477,9425.36,01-03-2011 09:55,31-10-2011 16:24
35971,93,579.68,01-06-2011 17:28,31-10-2011 14:09
35972,19,120,02-10-2011 14:56,27-03-2011 12:21
35991,1,0,28-01-2011 14:51,28-01-2011 14:51
37327,90,838.91,01-07-2011 12:52,31-03-2011 13:13
37330,1,2.34,22-03-2011 12:25,22-03-2011 12:25
37333,20,120.99,01-02-2011 13:25,28-04-2011 16:03
37340,139,1694.69,01-04-2011 14:44,31-10-2011 13:48
37342,115,1443.33,01-04-2011 10:10,31-07-2011 10:40
37343,14,123.3,01-12-2010 13:54,23-01-2011 13:31
37351,2,9.06,20-03-2011 13:28,25-01-2011 17:10
37370,174,3817.01,01-04-2011 13:20,31-03-2011 19:12
37413,84,284.49,01-07-2011 12:52,31-10-2011 12:01
37423,4,33.18,04-03-2011 09:46,28-06-2011 16:24
37424,1,0,03-05-2011 11:15,03-05-2011 11:15
37446,206,1897.39,01-02-2011 11:51,31-05-2011 14:18
37447,121,1289.39,01-02-2011 14:01,31-08-2011 17:16
37448,206,2147.03,01-02-2011 10:56,31-08-2011 17:16
37449,180,4680.54,01-02-2011 14:01,31-10-2011 14:29
37450,151,2030.19,01-02-2011 10:56,31-01-2011 13:27
